word,freq,frequency,rank,rfreq
bloomington,4,NA,81,NA
bonn,4,NA,82,NA
brussels,4,NA,83,NA
cambridge,4,NA,84,NA
cars,4,NA,85,NA
columbia,4,NA,86,NA
frederick,4,NA,87,NA
hagerstown,4,NA,88,NA
hollywood,4,NA,89,NA
kensington,4,NA,90,NA
lansing,4,NA,91,NA
louisville,4,NA,92,NA
salisbury,4,NA,93,NA
st. paul,4,NA,94,NA
takomark,4,NA,95,NA
tallahassee,4,NA,96,NA
towson,4,NA,97,NA
venice,4,NA,98,NA
york,4,NA,99,NA
athens,3,NA,100,NA
aurora,3,NA,101,NA
binghamton,3,NA,102,NA
birmingham,3,NA,103,NA
dayton,3,NA,104,NA
fort worth,3,NA,105,NA
greenbelt,3,NA,106,NA
hotel,3,NA,107,NA
houses,3,NA,108,NA
long beach,3,NA,109,NA
lucerne,3,NA,110,NA
mattoon,3,NA,111,NA
mobile,3,NA,112,NA
montreal,3,NA,113,NA
norfolk,3,NA,114,NA
oklahoma city,3,NA,115,NA
oslo,3,NA,116,NA
portland,3,NA,117,NA
prague,3,NA,118,NA
raleigh,3,NA,119,NA
riverdale,3,NA,120,NA
roanoke,3,NA,121,NA
rockford,3,NA,122,NA
salem,3,NA,123,NA
san jose,3,NA,124,NA
savannah,3,NA,125,NA
scranton,3,NA,126,NA
streets,3,NA,127,NA
toledo,3,NA,128,NA
topeka,3,NA,129,NA
tucson,3,NA,130,NA
vienna,3,NA,131,NA
albuquerque,2,NA,132,NA
arlington,2,NA,133,NA
aspen,2,NA,134,NA
bangkok,2,NA,135,NA
bars,2,NA,136,NA
battle creek,2,NA,137,NA
belleville,2,NA,138,NA
berkeley,2,NA,139,NA
boise,2,NA,140,NA
boulder,2,NA,141,NA
brooklyn,2,NA,142,NA
buenos aires,2,NA,143,NA
buses,2,NA,144,NA
calcutta,2,NA,145,NA
carbondale,2,NA,146,NA
charlotte,2,NA,147,NA
charlottesville,2,NA,148,NA
cheyenne,2,NA,149,NA
country,2,NA,150,NA
crowded,2,NA,151,NA
cumberland,2,NA,152,NA
cyor,2,NA,153,NA
falls church,2,NA,154,NA
florence,2,NA,155,NA
freeport,2,NA,156,NA
gary,2,NA,157,NA
glenburn,2,NA,158,NA
greenville,2,NA,159,NA
helena,2,NA,160,NA
hot,2,NA,161,NA
joliet,2,NA,162,NA
kalamazoo,2,NA,163,NA
lake forest,2,NA,164,NA
lancaster,2,NA,165,NA
la platte,2,NA,166,NA
laurel,2,NA,167,NA
luceine,2,NA,168,NA
mexico city,2,NA,169,NA
morton grove,2,NA,170,NA
new brunswick,2,NA,171,NA
new haven,2,NA,172,NA
new jersey,2,NA,173,NA
newport,2,NA,174,NA
pasadena,2,NA,175,NA
pensacola,2,NA,176,NA
portland,2,NA,177,NA
rantoul,2,NA,178,NA
restaurant,2,NA,179,NA
rio de janeiro,2,NA,180,NA
rotterdam,2,NA,181,NA
saigon,2,NA,182,NA
san antonio,2,NA,183,NA
sidewalks,2,NA,184,NA
slums,2,NA,185,NA
south bend,2,NA,186,NA
state,2,NA,187,NA
steator,2,NA,188,NA
stores,2,NA,189,NA
streets,2,NA,190,NA
toronto,2,NA,191,NA
traffic,2,NA,192,NA
wilkes-barre,2,NA,193,NA
youngstown,2,NA,194,NA
